Actual,Predicted
0.915,0.9177689
0.47100002,0.432936
0.5125834,0.48143613
0.5323334,0.50344974
0.64758337,0.62829864
0.43708336,0.39131027
1.4139167,1.407568
1.0015833,1.0049146
1.0816667,1.082509
0.97566664,0.9793022
0.8814167,0.88211787
1.041,1.0426358
0.93850005,0.94167244
0.9943333,0.9970451
1.1991667,1.1945378
1.0113333,1.0137023
0.8991667,0.9011461
0.9364167,0.940293
1.05625,1.057584
0.85258335,0.85230124
0.9475833,0.95129925
0.95458335,0.9583799
1.16775,1.164357
0.72533333,0.71691394
1.0084167,1.0106947
0.65575004,0.6406594
1.05875,1.0598577
1.1903334,1.1858057
0.87666667,0.87930095
0.62808335,0.6114564
1.2488333,1.241329
0.772,0.76943463
1.1358334,1.1335738
1.0178334,1.0211879
1.0074167,1.0115539
0.6915,0.6843707
1.588,1.5791223
1.2734166,1.2642119
0.8864167,0.8900622
1.001,1.0056622
1.29275,1.2821376
1.1486666,1.1458645
1.2436666,1.2356141
1.2234167,1.215797
0.9971667,1.0003688
1.1998334,1.1924623
0.9269167,0.93079823
1.1090833,1.1070025
1.6229167,1.614395
1.2081667,1.201557
1.1768334,1.171608
1.57475,1.5662549
1.59025,1.5823104
1.18325,1.1773576
0.7388333,0.73479223
0.689,0.68167067
1.9574167,1.9263593
1.5809166,1.5751705
1.1800001,1.175182
0.7570833,0.7543299
1.1463333,1.1426802
1.5634167,1.5575359
1.58725,1.5806501
0.8415834,0.84261584
0.50208336,0.4692374
0.9113333,0.91547287
1.04375,1.0442004
0.8616667,0.8635284
1.4553334,1.4471462
0.9400833,0.9461556
0.96741664,0.9733716
0.7033334,0.6967279
0.8570833,0.86001813
1.8369167,1.8231664
1.2559167,1.248293
1.1290834,1.1288012
1.0409167,1.0449629
1.4216666,1.415803
1.30775,1.2985996
1.4865834,1.4825611
1.1894166,1.1861886
1.2404166,1.2350658
1.3754166,1.3686969
1.3756666,1.3690605
1.2505833,1.2453177
1.0003333,1.0072907
1.1490834,1.1491657
1.3408333,1.3336182
1.0931667,1.095375
1.4459167,1.4432447
0.62241673,0.60628897
1.4705,1.4671546
1.1305833,1.1305822
1.3145,1.3058982
0.90008336,0.9059085
1.1039091,1.1060765
