Actual,Predicted
0.6173333,0.60861075
0.9286667,0.92216957
0.98083335,0.9742679
1.3981667,1.3930959
1.0788333,1.0725895
0.75341666,0.74398994
0.89891666,0.89155847
0.97325003,0.96753955
0.8208333,0.81322
1.071,1.0653226
1.5293334,1.5283794
1.2125833,1.2077101
0.8755,0.8681953
0.7356667,0.7265866
1.1135,1.109138
0.7624167,0.75537187
1.00325,0.9971063
1.06925,1.0637362
1.1965834,1.1905322
1.3039167,1.2979385
1.22225,1.2165445
1.0975,1.0924767
0.77225006,0.7652974
0.8128333,0.80540895
0.644,0.63996017
0.7571667,0.7518536
0.98808336,0.981695
1.0533334,1.0463899
0.8876667,0.88018125
1.0323334,1.0257288
0.7425,0.7347995
0.74950004,0.7419996
0.98541665,0.9790554
0.7131667,0.7050383
0.80025005,0.79323435
0.45400006,0.42655504
0.80708337,0.79943776
0.8196667,0.8119656
0.62450004,0.61686444
0.8478334,0.8396139
0.82633334,0.8174206
1.0401666,1.0327665
0.8785834,0.86998886
1.2508333,1.2426931
0.49608332,0.4688565
0.53725004,0.5161864
0.53175,0.51081353
0.56325,0.548006
0.5223333,0.49871922
0.71541667,0.70598733
0.79200006,0.78218466
0.78400004,0.77394414
0.66791666,0.6565365
0.646,0.6347744
0.5531667,0.52880955
0.6309167,0.6188239
0.5465,0.5214212
0.34308338,0.31692553
0.3334167,0.3086213
0.41583335,0.37866092
0.3703333,0.3342495
0.41700006,0.37422222
0.41708338,0.37119597
0.44833332,0.39991152
0.37816668,0.3284639
0.3895834,0.3364836
0.38633335,0.33199394
0.3441667,0.29349506
0.36666667,0.31007326
0.38525003,0.32452512
0.33858335,0.28230244
0.3900833,0.3251118
0.38700002,0.3216334
0.34483337,0.28301966
0.74308336,0.71411794
0.83916664,0.8135388
0.915,0.892669
0.47100002,0.4054718
0.5125834,0.4551587
0.5323334,0.48200834
0.64758337,0.61837983
0.43708336,0.37445778
1.4139167,1.4160541
1.0015833,0.9858035
1.0816667,1.0698025
0.97566664,0.9598085
0.8814167,0.8631752
1.041,1.0287088
0.93850005,0.9234419
0.9943333,0.9813815
1.1991667,1.1921008
1.0113333,1.0030682
0.8991667,0.88950306
0.9364167,0.92932653
1.05625,1.0518193
0.85258335,0.84663045
0.9475833,0.94340074
0.95458335,0.95026404
1.16775,1.164153
0.72533333,0.7175735
1.0084167,1.0040871
0.65575004,0.6487207
1.05875,1.054129
1.1903334,1.1854552
0.87666667,0.8706904
0.62808335,0.6182337
1.2488333,1.2429026
0.772,0.7639264
1.1358334,1.1309801
1.0178334,1.0126177
1.0074167,1.0020827
0.6915,0.68201166
1.588,1.5881107
1.2734166,1.2691195
0.8864167,0.88020957
1.001,0.99718106
1.29275,1.2903177
1.1486666,1.1479722
1.2436666,1.2427182
1.2234167,1.2234669
0.9971667,0.9960994
1.1998334,1.1986308
0.9269167,0.9230019
1.1090833,1.1067992
1.6229167,1.6247295
1.2081667,1.2078906
1.1768334,1.1791573
1.57475,1.5771563
1.59025,1.5936396
1.18325,1.1867505
0.7388333,0.73875666
0.689,0.6886039
1.9574167,1.9705606
1.5809166,1.5861539
1.1800001,1.1775637
0.7570833,0.74896574
1.1463333,1.1426501
1.5634167,1.5670204
1.58725,1.5902234
0.8415834,0.8339771
0.50208336,0.47611123
0.9113333,0.9033726
1.04375,1.0397367
0.8616667,0.85550624
1.4553334,1.454184
0.9400833,0.9319225
0.96741664,0.9629483
0.7033334,0.6985065
0.8570833,0.8535814
1.8369167,1.8462894
1.2559167,1.2526978
1.1290834,1.1271653
1.0409167,1.0404707
1.4216666,1.4222189
1.30775,1.3080984
1.4865834,1.4895595
1.1894166,1.1886877
1.2404166,1.2405556
1.3754166,1.3772147
1.3756666,1.3775709
1.2505833,1.2513908
1.0003333,1.0012698
1.1490834,1.1511997
1.3408333,1.3430333
1.0931667,1.0963529
1.4459167,1.4479243
0.62241673,0.6188575
1.4705,1.4705207
1.1305833,1.1296645
1.3145,1.3144367
0.90008336,0.8969432
1.1039091,1.1026967
