Actual,Predicted
3665.75,3657.7861
3476.9585,3488.643
3676.875,3666.6465
3795.375,3770.9377
3346.5835,3357.9385
3005.2085,3020.3257
3435.4167,3446.5725
3529.5417,3535.7893
3470.1667,3481.2698
3473.625,3484.398
3584.5,3583.8704
3185.4585,3185.2053
2916.2917,2943.6824
3218.7917,3223.0735
3487.0417,3498.6797
3434.875,3449.4387
3521.9585,3528.768
3565.1667,3569.7705
3185.7085,3188.2668
2934.125,2960.6963
3328.5,3344.8196
3503.8335,3515.441
3670.0417,3663.9104
3977.9585,3925.6245
3883.8335,3841.6194
3272.25,3279.6743
2810.2917,2849.4949
3299.6667,3308.8235
3530.5417,3530.1902
3431.125,3438.8665
3424.125,3431.9
3405.25,3413.455
2985.5,2998.708
2686.75,2735.272
3029.6667,3039.14
3265.625,3269.5193
3476.375,3477.6926
3528.1667,3524.1545
3485.2085,3485.1338
3244.2917,3245.7698
3022.25,3030.7222
3576.5,3564.763
3765.5,3727.0469
3695.4585,3667.2285
3630.5417,3613.007
3782.7083,3747.964
3330.9585,3337.9797
3070.5417,3075.4329
3212.125,3208.82
3373.4167,3380.9514
3462.5835,3465.0562
3517.25,3514.5554
3344.2085,3351.3164
3082.125,3084.5654
2754.0835,2791.4736
3076.6667,3077.385
3064.7085,3066.5232
3004.4167,3013.5676
3078.7917,3076.9902
3226.8335,3223.3926
2917.8335,2937.3162
2670.5835,2702.1228
3043.4167,3047.7253
3276.25,3278.2383
3187.7085,3182.3804
3357.75,3359.5723
3169.375,3162.2957
2863.625,2892.5742
2633.5,2667.864
3007.2085,3017.9194
3173.875,3168.8367
3221.3335,3218.3674
3224.375,3220.8408
3237.625,3234.8418
3013.5417,3023.4448
2787.375,2821.8398
3195.0417,3189.5034
3161.0417,3155.0037
3050.125,3055.2605
3113.5,3110.529
3088.7085,3088.1306
2856.3335,2887.599
2713.0835,2745.2332
3049.5417,3054.3467
3132.4167,3127.6711
3079.9585,3080.0881
3118.5,3114.6943
3132.125,3127.095
2800.9585,2832.031
2674.25,2701.1833
2967.4167,2982.2952
3173.0835,3165.8516
3082.75,3081.2886
3140.9167,3134.0925
3125.2085,3119.3928
2938.7085,2955.809
2730.2085,2757.5007
3053.1667,3055.459
3227.875,3222.6216
3170.9167,3162.6157
3190.3335,3182.5305
3204.9167,3197.8582
2918.2917,2938.754
2670.25,2701.0566
3109.25,3104.8452
3301.2917,3302.1602
3144.1667,3136.7725
2823.25,2852.8293
3179.5835,3171.349
2965.375,2980.491
2778.7085,2810.0835
3066.5,3065.8528
3080.8335,3077.9795
2953.0835,2967.8062
2679.5,2708.9302
