Actual,Predicted
3980.375,3937.063
3663.6667,3656.4285
3725.9167,3712.4177
3879.9167,3847.8494
3437.5835,3444.8103
3006.5417,3023.2012
3482.7085,3488.8955
3665.75,3657.284
3476.9585,3483.9543
3676.875,3666.5938
3795.375,3773.186
3346.5835,3353.1863
3005.2085,3023.7668
3435.4167,3440.8464
3529.5417,3532.3293
3470.1667,3476.5295
3473.625,3478.8757
3584.5,3582.5103
3185.4585,3186.0261
2916.2917,2944.4277
3218.7917,3219.7666
3487.0417,3490.784
3434.875,3441.572
3521.9585,3522.821
3565.1667,3565.0486
3185.7085,3185.842
2934.125,2958.8752
3328.5,3334.065
3503.8335,3506.6401
3670.0417,3655.6226
3977.9585,3911.5225
3883.8335,3833.3037
3272.25,3273.7224
2810.2917,2844.5579
3299.6667,3303.5674
3530.5417,3527.1113
3431.125,3434.9058
3424.125,3427.8108
3405.25,3408.8276
2985.5,2993.771
2686.75,2729.2588
3029.6667,3037.0686
3265.625,3267.8152
3476.375,3472.7031
3528.1667,3521.2153
3485.2085,3487.123
3244.2917,3244.6733
3022.25,3033.4958
3576.5,3570.5974
3765.5,3734.841
3695.4585,3675.49
3630.5417,3618.6692
3782.7083,3757.8716
3330.9585,3336.3193
3070.5417,3066.0166
3212.125,3205.3472
3373.4167,3376.6638
3462.5835,3465.6653
3517.25,3517.602
3344.2085,3345.3547
3082.125,3074.9426
2754.0835,2787.7842
3076.6667,3077.8994
3064.7085,3063.339
3004.4167,3005.458
3078.7917,3069.198
3226.8335,3218.4053
2917.8335,2929.5059
2670.5835,2706.788
3043.4167,3041.6787
3276.25,3272.5012
3187.7085,3176.808
3357.75,3355.995
3169.375,3158.5732
2863.625,2884.6562
2633.5,2669.3433
3007.2085,3009.0762
3173.875,3164.8281
3221.3335,3214.362
3224.375,3217.9773
3237.625,3231.8704
3013.5417,3017.4397
2787.375,2821.4968
3195.0417,3186.9583
3161.0417,3152.1604
3050.125,3047.858
3113.5,3106.0806
3088.7085,3082.9197
2856.3335,2881.1501
2713.0835,2736.0083
3049.5417,3046.247
3132.4167,3122.9028
3079.9585,3072.7573
3118.5,3108.2766
3132.125,3121.5024
2800.9585,2820.6658
2674.25,2695.3193
2967.4167,2974.3694
3173.0835,3163.7837
3082.75,3076.062
3140.9167,3131.437
3125.2085,3116.1304
2938.7085,2949.7725
2730.2085,2750.4712
3053.1667,3048.9463
3227.875,3219.902
3170.9167,3160.6328
3190.3335,3180.5034
3204.9167,3195.7097
2918.2917,2933.1702
2670.25,2693.2444
3109.25,3101.1914
3301.2917,3297.5203
3144.1667,3134.0532
2823.25,2849.139
3179.5835,3170.0066
2965.375,2974.8708
2778.7085,2809.292
3066.5,3061.7844
3080.8335,3073.8115
2953.0835,2962.0105
2679.5,2706.6628
