Actual,Predicted
3244.2917,3251.8557
3022.25,3050.5205
3576.5,3569.3713
3765.5,3741.4502
3695.4585,3677.9832
3630.5417,3619.563
3782.7083,3757.2253
3330.9585,3339.1377
3070.5417,3093.362
3212.125,3221.781
3373.4167,3384.6277
3462.5835,3468.4922
3517.25,3520.0088
3344.2085,3356.386
3082.125,3104.3008
2754.0835,2812.7053
3076.6667,3098.5857
3064.7085,3087.2375
3004.4167,3034.027
3078.7917,3099.7148
3226.8335,3236.2969
2917.8335,2958.7197
2670.5835,2729.6785
3043.4167,3066.7744
3276.25,3284.1738
3187.7085,3199.0452
3357.75,3367.582
3169.375,3181.9219
2863.625,2910.3506
2633.5,2690.9846
3007.2085,3034.5974
3173.875,3186.073
3221.3335,3231.1147
3224.375,3233.6157
3237.625,3246.134
3013.5417,3039.1194
2787.375,2840.687
3195.0417,3205.357
3161.0417,3172.6863
3050.125,3068.6895
3113.5,3126.9268
3088.7085,3103.585
2856.3335,2902.8142
2713.0835,2763.903
3049.5417,3068.0955
3132.4167,3144.2563
3079.9585,3095.6816
3118.5,3131.2314
3132.125,3143.8303
2800.9585,2849.4304
2674.25,2720.6458
2967.4167,2999.2195
3173.0835,3182.5974
3082.75,3097.2395
3140.9167,3151.4482
3125.2085,3136.5383
2938.7085,2974.0552
2730.2085,2779.0444
3053.1667,3070.2305
3227.875,3235.5388
3170.9167,3179.8574
3190.3335,3198.7556
3204.9167,3212.644
2918.2917,2954.9905
2670.25,2720.498
3109.25,3120.613
3301.2917,3307.867
3144.1667,3152.5063
2823.25,2868.0552
3179.5835,3185.563
2965.375,2996.9756
2778.7085,2824.8826
3066.5,3082.8926
3080.8335,3095.173
2953.0835,2984.8398
2679.5,2724.7651
