date,room1,room2,room3,room4,conso
2020-01-01,20.993428306022466,20.838566839782835,18.803751296232505,26.006839656858,101.5712791899094
2020-01-02,19.72347139765763,21.15727038063218,22.924345332163885,22.3397598120671,101.76189822502693
2020-01-03,21.295377076201383,17.003598630935784,26.048619246573704,22.576666036137645,93.33151283048436
2020-01-04,23.04605971281605,22.832655349404963,19.27365199081438,21.744532187830988,101.97916667342075
2020-01-05,19.531693250553328,21.692976951795984,22.379412335220792,22.423922252155847,93.92527712379693
2020-01-06,19.53172608610164,22.996020219719306,20.67603564440678,25.837062690296072,95.95638007309977
2020-01-07,23.158425631014783,15.20748924361262,22.85177441238607,18.02438268692984,93.13720864244915
2020-01-08,21.534869458305817,25.176749409561456,22.038295554831503,25.553930772176376,85.67328710260347
2020-01-09,19.061051228130097,20.720820743689654,20.71702618191138,23.676046962203415,101.45836470215384
2020-01-10,21.08512008717193,23.216365633475032,22.975744569742147,20.585956704285568,105.85299436516338
2020-01-11,19.073164614375074,18.920188145748938,25.608696219573485,20.849375213901524,105.14883596076372
2020-01-12,19.068540492859487,22.22554781012514,21.6181924165454,26.352786054416406,108.19925252635234
2020-01-13,20.48392454313207,18.893168873652687,23.439515884296362,21.108986240114536,103.24340210014869
2020-01-14,16.173439510684403,19.75246207860839,19.413454084257673,20.69329897880808,94.67274501783096
2020-01-15,16.550164334973935,24.828062707733572,20.087127246363984,25.274629084729458,108.39663864431189
2020-01-16,18.875424941518055,20.618635198473307,22.944812555760755,23.67710575257183,86.42482460158065
2020-01-17,17.974337759331153,21.434865746359446,24.96823205707193,21.124148846927202,90.9932861748752
2020-01-18,20.628494665190548,22.74013546137751,22.71122669757132,23.433249950809238,90.35799928576755
2020-01-19,18.183951848957577,21.99136377594521,21.373883938953693,20.948494632719445,110.80056059139311
2020-01-20,17.175392597329417,21.300837810287153,21.99858281084671,25.20164279684521,109.42788514140075
2020-01-21,22.931297537843108,21.72992200493245,19.499184532060564,25.12274192974627,104.87305237044995
2020-01-22,19.54844739902693,25.80683117047655,23.209030652710734,24.064012397643886,110.71929865211797
2020-01-23,20.13505640937585,20.88476240593283,23.76466612464682,23.723322122494032,91.20717217588012
2020-01-24,17.150503627573087,21.402198093429934,21.09581933433384,26.522376249734748,103.4859511986098
2020-01-25,18.911234550949636,23.101308792015224,21.059915704480996,22.99937265477645,98.74825571616836
2020-01-26,20.22184517941973,23.21105186591597,22.5317564593041,20.636251749158397,108.46882103884914
2020-01-27,17.698012845155393,23.37406061112076,21.12656052791881,23.898947825664614,98.84775767447802
2020-01-28,20.751396036691343,22.27746044405837,21.867734770748356,27.17209409907423,96.15057111589918
2020-01-29,18.79872262016239,18.713990174539035,26.19944357833303,20.970481013628294,105.4090851856099
2020-01-30,19.416612500413446,24.26686306460219,21.505948598508006,22.277074466612028,108.76169167191233
2020-01-31,18.796586775541208,18.707309213962624,21.283319695957555,23.832892076202906,93.31654805153198
2020-02-01,23.704556369017876,21.605270930478067,20.704916388729682,22.89219030198852,99.38924328647624
2020-02-02,19.97300555052413,19.491448299961284,23.488383942999874,21.03539283924537,89.41559366358348
2020-02-03,17.884578142088202,20.871723306814015,21.637551653563794,25.24371571246094,75.0193898250706
2020-02-04,21.645089824206377,21.657524820606962,20.701253923357147,27.640081444034518,102.00459631413729
2020-02-05,17.558312700057954,21.642714430900547,24.642608064546025,23.392262918047816,106.08905356254633
2020-02-06,20.41772719000951,21.843841508470568,24.839206009027276,21.191863420527998,102.62066809086726
2020-02-07,16.08065975224045,24.227422538117295,20.79915286852259,19.90207894989305,80.50438282245634
2020-02-08,17.34362790220314,21.90706860302796,18.266920097278767,23.51595196244236,96.49150569923525
2020-02-09,20.393722471738247,20.511686729418702,24.015027379673846,25.207754686632516,77.81652239948919
2020-02-10,21.47693315999082,22.928174336576717,20.630740348479993,23.950335492990764,113.69701107654186
2020-02-11,20.34273656237994,23.378940977849282,23.58125119832554,22.995192318162292,89.13945417881914
2020-02-12,19.768703435223518,18.544784369726017,18.059792364576328,21.821456696421386,112.55403609459897
2020-02-13,19.397792608821423,22.194800139699716,23.785194676598618,20.81567273456382,109.45869643684145
2020-02-14,17.042956019265144,22.402345484621797,19.57765614143844,24.669502652649765,90.99409647463938
2020-02-15,18.560311583210584,20.404872993280016,23.46152823813305,24.82754324277117,88.67215048732255
2020-02-16,19.078722458080424,23.75141362662324,22.02854613567287,19.908540426618533,103.50370216386338
2020-02-17,22.11424445243783,20.699888825934945,20.09212116120671,26.179677956361367,91.55675962816929
2020-02-18,20.687236579136922,21.251152906943084,21.185927374146438,24.148142441788004,101.02484642158207
2020-02-19,16.47391968927453,20.65385635143226,23.3726369139134,25.799189290291586,95.17172409193081
2020-02-20,20.64816793878959,21.031158095162937,22.211788906230467,20.31574450302977,82.18841585534366
2020-02-21,19.229835439167367,18.807449826209595,23.168825960944968,20.268351689169123,77.69531980875541
2020-02-22,18.646155999388082,18.119898234811412,25.95288116903097,22.702061380465405,102.26684248494597
2020-02-23,21.223352577681737,24.189010126449944,18.8715167765779,24.00556885379039,94.38442253669375
2020-02-24,22.0619990449919,19.306077303363345,25.23442514993725,26.592721645853928,94.46910183085868
2020-02-25,21.862560238232398,19.017215301087386,22.208711875046426,24.412157827630264,106.95863839093785
2020-02-26,18.321564953554724,16.69321977279257,20.202431903353745,22.514637446375932,111.73442276632444
2020-02-27,19.381575248297573,19.722076504620997,19.33937274852202,20.947261584668215,97.2745527863819
2020-02-28,20.662526862807127,18.353820413185,21.621759218445934,25.4600011454383,96.59401293090139
2020-02-29,21.95109025424472,24.284030320272738,23.843300223848917,21.07058914849857,105.00143033113883
2020-03-01,19.04165152430942,23.01963417868527,21.744901759244932,26.256937109544644,86.43064430300424
2020-03-02,19.628682046672367,19.623699309644554,25.022309860494694,22.43123070078698,102.23153054747696
2020-03-03,17.787330051987944,25.504871610688618,19.097648619896884,26.1811641452357,105.51885971822153
2020-03-04,17.60758675183866,22.96353097398319,21.97582210430789,24.357862580118557,106.80230208417629
2020-03-05,21.625051644788396,20.350337232982756,19.49521311117376,22.726009021115082,80.63247297497536
2020-03-06,22.712480057141647,16.001188570252854,22.727263765249937,21.96120725634775,92.3864473019106
2020-03-07,19.855979756839332,25.58188514518148,23.7737747801946,22.31818424530784,91.21736747176533
2020-03-08,22.007065795784047,18.220855066472808,21.158476412637892,23.856633384750474,100.99886954409213
2020-03-09,20.723272050095268,17.709202506086218,16.791572286745733,23.154312992435433,104.80744579767983
2020-03-10,18.70976049078975,23.04514086401928,22.39789629359299,21.81237718386259,114.96710407445981
2020-03-11,20.722791211016826,25.879504812678547,22.873477103467017,22.668737179364737,95.05034519631927
2020-03-12,23.07607313293194,23.768545637021035,22.808589509923394,23.157154059438298,95.02427501690786
2020-03-13,19.928347921780098,22.12781824010472,24.471564383644306,18.742531811170377,111.49672018878746
2020-03-14,23.129287311628012,22.189508683330573,19.857892640701902,23.916336229577396,102.96576938530305
2020-03-15,14.76050979182051,22.706831117560615,23.3604322109009,21.040557550566387,112.67651511187974
2020-03-16,21.643805008750448,22.51785717957353,24.38501502495595,20.69333519358851,102.88728003009837
2020-03-17,20.17409413647634,21.56238284793875,18.442824831986968,19.62531130577858,88.4288338128673
2020-03-18,19.401985299068265,21.208402207903752,22.639303651837956,19.41221500426422,86.66871645222193
2020-03-19,20.183521553071003,20.874813744200956,20.991640337984656,20.28910499377542,84.48487750941071
2020-03-20,16.024862170798215,19.492070822266648,21.83695465379671,21.581958084739018,106.62051834758473
2020-03-21,19.560656224324976,20.43864984626645,22.695352967076673,26.906518275053138,111.88596823087008
2020-03-22,20.714225143023494,17.61408637160923,21.025542871772895,21.94824064820959,118.4936214138638
2020-03-23,22.955788089483033,20.8033207464105,20.648583841676775,23.355500212536064,108.4310533232324
2020-03-24,18.963459563452705,19.022817785698166,22.06830483497605,23.800962773012657,111.62838577534986
2020-03-25,18.383012794213624,18.792821365568457,19.825508122274396,23.2621303724317,94.19983667346315
2020-03-26,18.996485912830927,21.359788302306956,19.82834974222963,22.845113078548014,88.43584183256144
2020-03-27,21.83080423540415,23.7840045726892,23.358746565913005,20.60941247280151,108.50079332417553
2020-03-28,20.65750221931937,22.836633212004628,19.70241192968269,25.901855096558425,104.176807522394
2020-03-29,18.940479592465923,17.858998792753646,23.332625001818425,26.61439328727577,101.07444374340892
2020-03-30,21.02653486622671,19.020743726859326,22.9251825857079,19.634682611754627,103.8737148063299
2020-03-31,20.19415509869608,22.88154237597643,18.548386542418807,20.95194281822724,103.23185482458206
2020-04-01,21.937289981065778,19.03502521292338,20.64487069532869,22.440379315245988,112.83816859853562
2020-04-02,18.595893812245293,20.55073370000595,24.388218806094745,21.070924410179618,112.94985584816956
2020-04-03,19.344675706804463,22.100104198049102,20.037668937720635,24.01193110691173,105.44220352340346
2020-04-04,19.215783693735684,19.06331109027273,21.071191475381223,21.543455595186774,108.45802872562928
2020-04-05,17.072970103735763,21.21075101229192,22.924121786503793,27.330112135613206,105.14062552424775
2020-04-06,20.59224055412915,18.33194901016359,23.56678101856519,25.381097188687193,95.3883026796538
2020-04-07,20.52211054435978,19.797264712097572,21.496922227911007,23.42514806126443,107.5656467491314
